0,0,29,1,3290,40,61.61
1,1,34,1,3290,40,53.5028
2,1,47,1,3290,40,67.6758
3,2,8,1,3720,40,138.795
4,2,31,1,4150,40,166.388
5,2,37,1,3290,40,56.7551
6,4,22,1,3720,40,91.3188
7,4,35,1,3290,40,62.095
8,4,44,1,3720,40,129.798
9,5,4,1,3720,40,142.356
10,5,21,1,3720,40,148.271
11,5,22,1,3720,40,57.486
12,5,32,1,3290,40,75.8823
13,7,6,1,3290,40,51.0658
14,7,15,1,3720,40,148.035
15,8,11,1,3290,40,59.9085
16,8,13,1,3720,40,133.421
17,9,16,1,3290,40,25.9318
18,10,14,1,3290,40,30.2892
19,11,3,1,4150,40,167.323
20,11,31,1,3720,40,100.206
21,12,14,1,3290,40,29.0968
22,13,11,1,4150,40,188.29
23,13,31,1,3720,40,101.657
24,15,27,1,3290,40,64.4414
25,16,28,1,3720,40,90.1404
26,17,24,1,3720,40,123.034
27,17,30,1,3720,40,109.004
28,18,16,1,3720,40,85.0327
29,18,19,1,3290,40,72.0519
30,18,25,1,3720,40,85.4439
31,19,16,1,3290,40,50.1182
32,19,25,1,3720,40,102.069
33,19,44,1,3290,40,58.8005
34,20,3,1,4150,40,174.577
35,20,43,1,3720,40,141.378
36,21,43,1,3720,40,96.4536
37,22,6,1,3290,40,100.091
38,22,21,1,3720,40,133.551
39,23,9,1,3720,40,82.5391
40,23,28,1,3720,40,109.109
41,24,23,1,3290,40,66.9232
42,24,33,1,3290,40,53.6887
43,24,42,1,3720,40,103.364
44,24,45,1,3290,40,58.7173
45,25,5,1,3720,40,128.485
46,25,10,1,3720,40,144.409
47,25,13,1,3720,40,113.215
48,26,30,1,3720,40,85.5885
49,26,34,1,3720,40,104.678
50,27,21,1,3720,40,86.0417
51,27,43,1,3720,40,123.66
52,28,29,1,3290,40,75.5227
53,29,12,1,3290,40,35.1709
54,30,45,1,3720,40,120.237
55,31,3,1,3720,40,148.36
56,32,3,1,3720,40,126.197
57,32,31,1,3720,40,102.514
58,32,43,1,4150,40,157.303
59,33,9,1,3290,40,45.943
60,35,10,1,3290,40,52.1823
61,36,38,1,3720,40,85.8663
62,36,48,1,4150,40,252.23
63,37,34,1,3720,40,162.762
64,38,6,1,3290,40,42.7187
65,38,48,1,4150,40,228.606
66,39,22,1,3720,40,115.374
67,39,35,1,3290,40,45.2757
68,39,38,1,3720,40,93.0856
69,40,34,1,3720,40,147.237
70,41,34,1,3720,40,101.964
71,41,37,1,3720,40,99.6392
72,41,40,1,3720,40,111.177
73,42,23,1,3290,40,56.717
74,42,46,1,3290,40,63.1065
75,43,3,1,4150,40,173.031
76,44,10,1,3720,40,77.9963
77,44,28,1,3290,40,67.1456
78,46,0,1,3720,40,121.173
79,46,28,1,3720,40,93.8992
80,47,45,1,3290,40,75.6137
81,48,0,1,3720,40,73.7489
82,48,14,1,3290,40,45.7344
83,49,1,1,4150,40,174.892
84,49,13,1,3720,40,153.492
85,49,18,1,3720,40,88.995
86,49,37,1,3720,40,79.7676
87,49,45,1,3720,40,131.752
