0,5,4,0,0,4,1
0,5,13,0,0,4,1
0,5,14,0,0,4,1
0,5,12,0,0,4,1
0,5,1,0,0,12,1
0,5,2,0,0,8,1
0,5,0,0,0,8,1
0,5,10,0,0,2,1
0,5,15,0,0,4,1
0,5,16,0,0,14,1
0,5,11,0,0,2,1
0,5,6,0,0,4,1
0,5,8,0,0,4,1
0,5,9,0,0,6,1
0,5,7,0,0,4,1
0,4,13,0,0,2,1
0,4,14,0,0,2,1
0,4,12,0,0,2,1
0,4,1,0,0,6,1
0,4,2,0,0,6,1
0,4,0,0,0,6,1
0,4,10,0,0,2,1
0,4,15,0,0,2,1
0,4,16,0,0,4,1
0,4,11,0,0,2,1
0,4,6,0,0,2,1
0,4,8,0,0,2,1
0,4,9,0,0,2,1
0,4,7,0,0,2,1
0,13,14,0,0,8,1
0,13,12,0,0,8,1
0,13,1,0,0,10,1
0,13,2,0,0,4,1
0,13,0,0,0,6,1
0,13,10,0,0,2,1
0,13,15,0,0,6,1
0,13,16,0,0,6,1
0,13,11,0,0,2,1
0,13,6,0,0,4,1
0,13,8,0,0,2,1
0,13,9,0,0,4,1
0,13,7,0,0,2,1
0,14,12,0,0,10,1
0,14,1,0,0,12,1
0,14,2,0,0,4,1
0,14,0,0,0,6,1
0,14,10,0,0,2,1
0,14,15,0,0,12,1
0,14,16,0,0,6,1
0,14,11,0,0,2,1
0,14,6,0,0,4,1
0,14,8,0,0,4,1
0,14,9,0,0,4,1
0,14,7,0,0,2,1
0,12,1,0,0,8,1
0,12,2,0,0,4,1
0,12,0,0,0,4,1
0,12,10,0,0,2,1
0,12,15,0,0,6,1
0,12,16,0,0,4,1
0,12,11,0,0,2,1
0,12,6,0,0,2,1
0,12,8,0,0,2,1
0,12,9,0,0,4,1
0,12,7,0,0,2,1
0,1,2,0,0,12,1
0,1,0,0,0,14,1
0,1,10,0,0,4,1
0,1,15,0,0,12,1
0,1,16,0,0,18,1
0,1,11,0,0,10,1
0,1,6,0,0,10,1
0,1,3,0,0,50,1
0,1,8,0,0,10,1
0,1,9,0,0,14,1
0,1,7,0,0,8,1
0,2,0,0,0,10,1
0,2,10,0,0,2,1
0,2,15,0,0,4,1
0,2,16,0,0,8,1
0,2,11,0,0,2,1
0,2,6,0,0,4,1
0,2,8,0,0,4,1
0,2,9,0,0,4,1
0,2,7,0,0,4,1
0,0,10,0,0,2,1
0,0,15,0,0,6,1
0,0,16,0,0,10,1
0,0,11,0,0,4,1
0,0,6,0,0,4,1
0,0,8,0,0,4,1
0,0,9,0,0,6,1
0,0,7,0,0,4,1
0,10,15,0,0,2,1
0,10,16,0,0,2,1
0,10,11,0,0,2,1
0,10,6,0,0,2,1
0,10,8,0,0,2,1
0,10,9,0,0,4,1
0,10,7,0,0,2,1
0,15,16,0,0,6,1
0,15,11,0,0,2,1
0,15,6,0,0,4,1
0,15,8,0,0,4,1
0,15,9,0,0,4,1
0,15,7,0,0,4,1
0,16,11,0,0,4,1
0,16,6,0,0,8,1
0,16,8,0,0,6,1
0,16,9,0,0,8,1
0,16,7,0,0,6,1
0,11,6,0,0,2,1
0,11,8,0,0,2,1
0,11,9,0,0,4,1
0,11,7,0,0,2,1
0,6,8,0,0,6,1
0,6,9,0,0,6,1
0,6,7,0,0,6,1
0,8,9,0,0,6,1
0,8,7,0,0,4,1
0,9,7,0,0,8,1
