0,6,7,0,0,300,1
1,1,15,0,0,1000,1
2,5,18,0,0,400,1
3,1,12,0,0,900,1
4,4,16,0,0,100,1
5,8,9,0,0,900,1
6,0,15,0,0,1000,1
7,12,19,0,0,800,1
8,1,4,0,0,200,1
9,8,14,0,0,600,1
10,6,16,0,0,300,1
11,1,18,0,0,1000,1
12,14,15,0,0,800,1
13,2,17,0,0,100,1
14,0,9,0,0,400,1
15,12,18,0,0,1000,1
16,13,17,0,0,800,1
17,6,10,0,0,300,1
18,0,10,0,0,300,1
19,3,4,0,0,800,1
20,11,14,0,0,400,1
21,9,11,0,0,200,1
22,4,5,0,0,1000,1
23,10,18,0,0,800,1
24,11,13,0,0,400,1
25,9,16,0,0,1000,1
26,1,17,0,0,700,1
27,17,19,0,0,300,1
28,10,19,0,0,900,1
29,18,19,0,0,200,1
30,1,19,0,0,100,1
31,7,12,0,0,400,1
32,11,18,0,0,200,1
33,7,18,0,0,200,1
34,10,13,0,0,300,1
35,9,17,0,0,800,1
36,3,7,0,0,300,1
37,11,17,0,0,300,1
38,9,10,0,0,700,1
39,4,13,0,0,200,1
40,2,11,0,0,700,1
41,7,14,0,0,200,1
42,2,8,0,0,900,1
43,5,7,0,0,300,1
44,10,11,0,0,700,1
45,9,15,0,0,800,1
46,2,10,0,0,200,1
47,2,19,0,0,400,1
48,0,17,0,0,900,1
49,10,16,0,0,100,1
50,1,16,0,0,900,1
51,6,9,0,0,200,1
52,6,17,0,0,300,1
53,2,5,0,0,1000,1
54,8,11,0,0,300,1
55,8,12,0,0,100,1
56,1,10,0,0,1000,1
57,4,12,0,0,1000,1
58,0,14,0,0,300,1
59,5,14,0,0,800,1
