0,24,36,0,0,800,1
1,6,31,0,0,300,1
2,30,41,0,0,900,1
3,16,25,0,0,300,1
4,7,39,0,0,800,1
5,17,21,0,0,800,1
6,23,47,0,0,900,1
7,33,34,0,0,700,1
8,1,21,0,0,400,1
9,20,27,0,0,1000,1
10,7,14,0,0,300,1
11,1,19,0,0,900,1
12,21,46,0,0,300,1
13,0,12,0,0,300,1
14,18,20,0,0,400,1
15,6,18,0,0,900,1
16,12,21,0,0,400,1
17,15,24,0,0,300,1
18,36,37,0,0,800,1
19,11,24,0,0,800,1
20,10,24,0,0,900,1
21,26,32,0,0,800,1
22,8,38,0,0,300,1
23,21,28,0,0,900,1
24,12,20,0,0,300,1
25,5,29,0,0,100,1
26,33,39,0,0,400,1
27,2,43,0,0,300,1
28,0,48,0,0,700,1
29,9,13,0,0,800,1
30,18,37,0,0,700,1
31,35,44,0,0,300,1
32,7,44,0,0,400,1
33,24,48,0,0,800,1
34,23,35,0,0,800,1
35,26,43,0,0,600,1
36,8,27,0,0,900,1
37,14,22,0,0,100,1
38,16,24,0,0,200,1
39,3,9,0,0,700,1
40,6,42,0,0,300,1
41,3,47,0,0,700,1
42,20,26,0,0,300,1
43,4,29,0,0,1000,1
44,28,38,0,0,300,1
45,21,49,0,0,500,1
46,40,43,0,0,900,1
47,10,18,0,0,300,1
48,7,49,0,0,800,1
49,29,37,0,0,700,1
50,12,16,0,0,900,1
51,23,29,0,0,800,1
52,11,13,0,0,900,1
53,6,38,0,0,200,1
54,13,36,0,0,200,1
55,16,48,0,0,700,1
56,27,45,0,0,100,1
57,19,20,0,0,800,1
58,12,47,0,0,300,1
59,1,16,0,0,800,1
60,12,29,0,0,1000,1
61,3,29,0,0,200,1
62,41,44,0,0,200,1
63,15,32,0,0,300,1
64,4,25,0,0,800,1
65,11,12,0,0,900,1
66,40,48,0,0,300,1
67,24,33,0,0,200,1
68,1,12,0,0,800,1
69,12,35,0,0,200,1
70,11,49,0,0,800,1
71,26,48,0,0,300,1
72,6,10,0,0,700,1
73,9,11,0,0,400,1
74,14,42,0,0,300,1
