0,15,44,0,0,400,1
1,0,45,0,0,300,1
2,11,21,0,0,200,1
3,5,49,0,0,700,1
4,26,33,0,0,300,1
5,3,10,0,0,400,1
6,5,6,0,0,800,1
7,28,34,0,0,800,1
8,15,40,0,0,400,1
9,4,43,0,0,300,1
10,8,26,0,0,900,1
11,3,12,0,0,500,1
12,33,35,0,0,600,1
13,31,38,0,0,800,1
14,5,24,0,0,500,1
15,5,14,0,0,800,1
16,20,27,0,0,300,1
17,23,33,0,0,900,1
18,8,47,0,0,400,1
19,0,9,0,0,200,1
20,19,45,0,0,300,1
21,20,40,0,0,500,1
22,16,23,0,0,600,1
23,1,11,0,0,700,1
24,8,23,0,0,800,1
25,2,25,0,0,700,1
26,2,9,0,0,300,1
27,29,48,0,0,800,1
28,48,49,0,0,500,1
29,16,26,0,0,700,1
30,0,42,0,0,300,1
31,27,32,0,0,300,1
32,9,27,0,0,700,1
33,13,14,0,0,300,1
34,27,45,0,0,200,1
35,19,23,0,0,200,1
36,43,47,0,0,800,1
37,13,26,0,0,800,1
38,18,35,0,0,300,1
39,11,15,0,0,400,1
40,5,17,0,0,300,1
41,6,47,0,0,400,1
42,39,46,0,0,800,1
43,17,47,0,0,300,1
44,23,26,0,0,700,1
45,26,47,0,0,900,1
46,20,35,0,0,800,1
47,21,37,0,0,400,1
48,15,29,0,0,400,1
49,15,48,0,0,200,1
50,17,46,0,0,800,1
51,7,33,0,0,300,1
52,5,8,0,0,900,1
53,4,46,0,0,200,1
54,18,19,0,0,800,1
55,40,42,0,0,300,1
56,28,43,0,0,900,1
57,14,36,0,0,900,1
58,26,27,0,0,800,1
59,19,33,0,0,1000,1
60,10,44,0,0,900,1
61,15,30,0,0,900,1
62,11,22,0,0,400,1
63,28,45,0,0,800,1
64,5,29,0,0,300,1
65,37,46,0,0,900,1
66,9,49,0,0,700,1
67,1,37,0,0,200,1
68,25,44,0,0,500,1
69,26,41,0,0,800,1
70,3,30,0,0,700,1
71,21,46,0,0,900,1
72,3,6,0,0,300,1
73,32,38,0,0,300,1
74,11,35,0,0,400,1
75,12,42,0,0,300,1
76,35,40,0,0,1000,1
77,8,31,0,0,400,1
78,42,49,0,0,500,1
79,11,24,0,0,700,1
80,29,47,0,0,300,1
81,3,13,0,0,700,1
82,6,8,0,0,700,1
83,15,45,0,0,400,1
84,14,48,0,0,800,1
85,11,14,0,0,400,1
86,15,22,0,0,800,1
87,10,19,0,0,100,1
88,4,45,0,0,800,1
89,9,28,0,0,700,1
90,3,15,0,0,900,1
91,17,32,0,0,400,1
92,19,36,0,0,300,1
93,25,32,0,0,300,1
94,18,30,0,0,300,1
95,14,30,0,0,700,1
96,22,38,0,0,700,1
97,41,43,0,0,900,1
98,8,29,0,0,800,1
99,21,23,0,0,800,1
100,24,43,0,0,900,1
101,38,42,0,0,500,1
102,5,16,0,0,100,1
103,16,38,0,0,400,1
104,38,45,0,0,300,1
105,29,44,0,0,700,1
106,23,43,0,0,1000,1
107,6,40,0,0,300,1
108,29,34,0,0,300,1
109,17,48,0,0,200,1
110,40,49,0,0,300,1
111,12,20,0,0,300,1
112,1,33,0,0,400,1
113,16,42,0,0,1000,1
114,22,39,0,0,700,1
115,34,42,0,0,200,1
116,11,33,0,0,400,1
117,36,46,0,0,300,1
118,8,11,0,0,700,1
119,2,24,0,0,300,1
120,18,39,0,0,600,1
121,27,49,0,0,900,1
122,29,41,0,0,700,1
123,4,6,0,0,800,1
124,3,43,0,0,800,1
125,5,44,0,0,500,1
126,7,12,0,0,200,1
127,21,36,0,0,900,1
128,18,34,0,0,900,1
129,19,41,0,0,900,1
130,23,47,0,0,900,1
131,35,47,0,0,200,1
132,0,41,0,0,400,1
133,12,49,0,0,700,1
134,6,11,0,0,700,1
135,10,49,0,0,900,1
136,19,28,0,0,400,1
137,9,22,0,0,200,1
138,18,21,0,0,400,1
139,32,49,0,0,300,1
140,7,9,0,0,800,1
141,39,47,0,0,700,1
142,8,41,0,0,900,1
143,2,16,0,0,900,1
144,11,42,0,0,200,1
145,6,16,0,0,800,1
146,39,40,0,0,300,1
147,7,20,0,0,400,1
148,7,34,0,0,800,1
149,21,32,0,0,700,1
150,25,34,0,0,400,1
151,30,42,0,0,800,1
152,20,41,0,0,400,1
153,5,7,0,0,700,1
154,14,37,0,0,200,1
155,22,49,0,0,400,1
156,9,23,0,0,700,1
157,11,23,0,0,800,1
158,13,25,0,0,100,1
159,4,9,0,0,600,1
160,23,28,0,0,900,1
161,7,18,0,0,500,1
162,1,3,0,0,900,1
163,15,33,0,0,300,1
164,2,12,0,0,900,1
165,23,24,0,0,400,1
166,26,36,0,0,700,1
167,3,35,0,0,1000,1
168,8,33,0,0,300,1
169,6,18,0,0,700,1
170,6,27,0,0,800,1
171,22,24,0,0,400,1
172,11,19,0,0,200,1
173,12,34,0,0,300,1
174,6,13,0,0,800,1
