0,0,16,1,3580,20,212.149
1,1,0,1,3580,20,262.452
2,1,8,1,3150,20,189.883
3,1,11,1,2720,20,73.2985
4,1,15,1,3150,20,145.337
5,1,16,1,4010,20,293.77
6,2,0,1,2720,20,130.341
7,4,0,1,2720,20,102.076
8,4,2,1,2720,20,99.804
9,4,3,1,2720,20,120.356
10,5,0,1,3580,20,249.75
11,5,2,1,3580,20,254.523
12,5,16,1,3150,20,151.338
13,6,7,1,2720,20,118.747
14,6,8,1,3150,20,148.595
15,8,9,1,3150,20,163.638
16,9,7,1,2720,20,73.7891
17,10,9,1,2290,20,60.5477
18,10,11,1,2290,20,53.6887
19,13,0,1,3150,20,186.685
20,13,3,1,3580,20,233.113
21,13,12,1,2290,20,34.143
22,13,15,1,2720,20,73.3187
23,14,12,1,2290,20,28.8453
24,14,15,1,2290,20,37.0279
25,16,8,1,3580,20,229.465
